website,business_name,address,phone,fax,mobile,full_service_categories
,Ozspark Electrical Contracting,CAMDEN SOUTH NSW 2570,0421411969,,0421411969,"Antenna Services,Repairs & Troubleshooting,Suppliers & Installation,Foxtel, TV & Satellite,Antenna Relocation,Digital TV Points,Electricians,Test & Tag,Home Automation,Repairs,Consultation & Installation,Home Automation Systems,Home Security Products,Home Theatre,Design & Install For New Premises,Televisions,Design & Install For Existing Premises,Trouble Shooting Service,Speakers,Lighting,Design Consultants"
,Ozz Plumbing,Reedy Creek QLD 4227,,,0426991311,"Plumbers,Toilet Installation,Hot Water Unit Installation,Hot Water Unit Repairs,General Maintenance,Plumbing Installation,Toilet Repairs"
,Oztex Australia,Craigburn VIC 3064,,,0421 678 200,"Render,Rendering,Acrylic Render,Cement Render,Bagging"
,Oztech Electrical Contractors Pty Ltd,Legana TAS 7277,,,61417520073,"Air Conditioning,Suppliers,Electricians,Safety Switches,Home Entertainment System,Rewiring,Test & Tag,Home Automation,Repairs,Solar Power,Data Cabling,Renovations,Uninterruptible Power Supply (UPS),Lighting,Power Points,Switchboards,New Installations,Security Lighting,New Homes"
,OZS Handyman Services,Sydney NSW 2000,,,0437507851,"Carpenters,Windows,Handrails,Doors,Handyman,Basic Tiling,Furniture Assembly,Shower Base Repair,Window & Door Repairs,Basic Plastering,Basic Paving,Basic Concreting,Basic Painting,Basic Fencing,Basic Carpentry,Odd Jobs,Picture & Mirror Hanging,Basic Bricklaying,Lock Repairs,Welding,Basic Garden Jobs,Shower Repairs"
,Ozroofing Pty Ltd,noosa heads QLD 4567,0418712795,,0418712795,"Painters,Roof,Roof Repairs,General Maintenance,Restoration,Roof Tile Replacement,Repointing,Roofing,Tiled Roofing,Bedding & Pointing,Roofing Contractors,Tilers,Roof Tiling"
www.ozplumb.com.au,Ozplumb,,0402207544,,,"Heating Systems,Hot Water Systems,Heat Pumps,Electric,Gas,Solar Hot Water,Service & Repairs,Installation,Plumbers,24/7 Emergency Plumbers,Backflow Systems,Hot Water Unit Repairs,Plumbing Installation,Home Renovations,Rain Water Tank Installation,General Maintenance,Toilet Repairs,Drain Repairs,Toilet Installation,New Drains,New Homes,Blocked Drains,Hot Water Unit Installation,Rainwater Tanks,Installation,Repairs,Suppliers,Poly Water Tanks"
www.ozpest.com.au,OZPest Pty Ltd,Elizabeth SA 5112,,,0447799470,"Inspections - Pest,General Inspection Reports,Termites,Thermal Imaging,Pre-Purchase Property Inspections,Pest Control,Birds,Ants,Rabbit Control,Bed Bugs,Rodent Control,Wasp Removal,Possums,Vermin,Fleas,Termites,Cockroaches,Spiders,Preconstruction Treatments,Bee Removal,Silverfish,Pest Control Products"
,OzPainting&Decorating,DANDENONG SOUTH VIC 3175,,,0411813051,"Painters,Exterior,Spray Painting,Interior,Special Finishes,Commercial,Colour Consulting,Exterior Timber Maintenance,Fence Painting"
www.ozspy.com.auu002F,OzSpy Gold Coast,"5 Benowa Pl Cnr Ashmore Rd & Rac PL, Bundall QLD 4217",0755922225,,,"Security,Access Control,Intercom Systems,CCTV,Alarm Systems"
,Ozpaint & Decorating Services,Greenacre NSW 2190,,,0452122273,"Floor Sanding & Polishing,Stone Polishing,Timber Floor Polishing,Timber Floor Sanding,Concrete Polishing,Painters,Colour Consulting,Fence Painting,Interior,Spray Painting,Special Finishes,Commercial"
,Ozone Tiling Pty Ltd,,,,0426761769,"Bathroom,Waterproofers,Tilers,Splashbacks,Showrooms,Tilers,Bathroom Tiling,Kitchen Tiling,Wall Tiling,Floor Tiling,Grouting & Regrouting ,Tile Removal,Mosaic,Outdoor Paving,Waterproofing,Ponds & Water Features,Bathroom,Balconies,Chimney,Rising Damp,Seal Showers,Grout Seepage"
www.ozthatch.com.au,OZ Thatch,,1800 842 824 (1800 THATCH),07 3382 6022,,"Decking,Suppliers,Decking Materials,Fencing,Bamboo,Gazebo,Gazebos Suppliers,Construction,Design & Build,Pergolas"
,Ozone Pressure Cleaning,Rosebud VIC 3939,,,0447894488,"Cleaning Services - Commercial,High Pressure Cleaning,Pressure Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Paving Clean,Pool Cleaning"
www.ozset.com.au,Ozset Homes,Burpengary QLD 4505,,,0410637454,"Building,House & Land Packages,Project Management,General Building Work,Granny Flats,Home Extensions,Re Stumping,Renovation,New Home,Commercial,Carports,Builder,Extensions & Additions,Builders,Garages,Builders,Gazebo,Design & Build,Patios,Builders,Pergolas,Timber Pergola Builders,Metal Pergola Builders"
ozonelandscapes.com,Ozone Landscapes,CARINGBAH SOUTH NSW 2229,0405626612,,0405626612,"Decking,Sealing & Finishing,Construction,Composite Decking,Suppliers,Timber Decking,Decking Materials,Fencing,Glass,Garden Maintenance,Fertilising,Garden Rubbish Removal,Pruning & Trimming,Slashing,Gardening,Weed Control,Garden Cleanup,Glass Balustrades,Landscaping & Gardening,Horticulture,Project Management,Landscape Construction,Landscape Design,Lawn & Turf,Disease And Pest Management,Laying,Supply,Paving,Paths,Garden Edges,Pool Fencing,Glass Pool Fencing,Render,Rendering,Cement Render,Acrylic Render,Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls"
,Ozone Design Pty Ltd,Seaford VIC 3198,,,0412388100,"Building Designer,New Homes,Extensions & Additions"
,Ozone Design Pty Ltd,Seaford VIC 3198,,,0412 388 100,"Architecture,New Homes,Extensions,Heritage & Conservation,Building Audits,Sustainable Design,Residential,Development Approvals,Commercial,Tender,Project Management,Inspections - Building,Pre-Purchase Building Reports,Pre-Purchase Property Inspections,Inspections - Pest,General Inspection Reports,Termites,Thermal Imaging,Pre-Purchase Property Inspections"
,Ozscapes,Jimboomba QLD 4280,,,0409 748 293,"Carpenters,Decking,Handyman,Basic Paving,Landscaping & Gardening,Horticulture,Landscape Construction,Lawn & Turf,Disease And Pest Management,Synthetic Turf Supply & Install,Laying,Supply,Paving,Patios,Driveways,Paths,Garden Edges,Pool Areas,Paving Supply,Concrete Pavers,Stone Pavers,Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls"
,Ozone Complete Property Services,BELLEVUE HILL NSW 2023,1300793547,,0434110990,"Appliance Repairs,Vacuum Cleaners,Carpet & Upholstery Cleaning,Carpet Steam Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Sanitising & Deoderising,Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Washing & Ironing,Oven Cleaning,Tile & Grout,Duct Cleaning,BBQ Cleaning,One Off Clean,Cleaning Products,Concreting,Cleaning,Garden Maintenance,Garden Cleanup,Gutter Cleaning,Roof Gutters,Commercial,Stormwater Pits & Drains,Pool Maintenance,Pool Cleaning Service,Pressure Cleaning,Pool Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Paving Clean,Solar Power,Solar Panel Cleaners,Tilers,Tile & Grout Cleaning,Vacuum Cleaners,Window Cleaning,Standard,Abseiling"
,Ozmetal And Rubber,Seven Hills NSW 2147,0433787030,,0433787030,"Building Supplies,Aluminium,Scaffolding,Suppliers"
www.ozmist.com.auu002F,Ozmist,Wangaratta VIC 3677,1300306478,,,"Air Conditioning,Suppliers"
,ozman constructions(aust) pty ltd,Lyndhurst VIC,0418 288 827,,,"Plastering & Gyprock,Repairs,Ornamental,Partitioning,Dry Wall"
www.ozlinx.com,OZLINX Solutions Australia Pty Ltd,"14u002F820 Princes HWY, Springvale VIC 3171",0395462855,,0457086924,"Security,Access Control,Intercom Systems,CCTV,Alarm Systems"
www.ozlit.com.auu002F,Ozlit Pty Ltd,Florey ACT 2615,0432618234  ,,0432618234  ,"Appliance Repairs,Refrigerators,Ovens & Range Hoods,Television Repairs,Microwaves,Stoves & Cooktops,Heaters,Air Conditioners,Dishwashers,Hot Water Systems,Vacuum Cleaners,Washing Machines,Clothes Dryers,Electricians,Data Cabling,New Homes,Repairs,Switchboards,Test & Tag,Back Up Generators,Home Entertainment System,Renovations,Security Lighting,Solar Power,Lighting,Home Automation,Power Points,Safety Switches,24/7 Emergency Electricians,Fibre Optic Cables,New Installations,Rewiring,Uninterruptible Power Supply (UPS),Equipment Hire,Excavator,Bobcat,Excavation,Post Hole Digging,Earth Moving,Home Automation,Home Automation Systems,Repairs,Consultation & Installation,Kitchen Appliances,Rangehoods,Ovens,Lighting Suppliers,LED Lights,Down Lights,Architectural Lighting,Wall Lights,Outdoor Lighting Suppliers,Commercial Lighting,Underfloor Heating"
www.facebook.comu002Fozlinkcleaningservicesu002F?ref=page_internal,Ozlink facility services,CLAYFIELD QLD 4011,0405051807,,0405051807,"Carpet & Upholstery Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Sanitising & Deoderising,Carpet Steam Cleaning,Cleaning Services - Commercial,Office Cleaning,Exterior Cleaning,High Pressure Cleaning,Graffiti Removal,Pressure Cleaning,Pool Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Paving Clean,Solar Power,Solar Panel Cleaners,Tilers,Tile & Grout Cleaning,Vacuum Cleaners,Window Cleaning,Abseiling,Standard"
www.ozsecalarms.com.au,OzSec Alarms,Ruse NSW 2560,,,0418432512,"Security,CCTV,Alarm Systems,Access Control,24 Hour Monitoring,Intercom Systems,Security Lighting,Security Card Access"
,Ozline Building Service,Toronto NSW 2283,,,0407143463,"Plastering & Gyprock,Ornamental,Partitioning,Solid Wall,Dry Wall,Repairs"
www.ozlighting.com.au,OzLighting,Sydney NSW 2000,1300858360,,,"Lighting Suppliers,Down Lights,Architectural Lighting,Wall Lights,Commercial Lighting,Outdoor Lighting Suppliers,LED Lights"
www.ozoneairconditioning.com.au,Ozone Air Conditioning,Double Bay NSW 2028,0293582121,,,"Air Conditioning,Installation,Reverse Cycle,Repairs & Maintenance,Refrigeration,Split System,Evaporative Cooling,Ducted,Suppliers,Air Conditioners"
www.ozpest.com,Ozpest Adelaide,Elizabeth SA 5112,0886131436,,,"Inspections - Pest,Termites,Thermal Imaging,Pre-Purchase Property Inspections,General Inspection Reports,Pest Control,Bee Removal,Rodent Control,Termites,Birds,Ants,Possums,Spiders,Bed Bugs,Fleas,Silverfish,Wasp Removal,Cockroaches,Rabbit Control,Vermin,Preconstruction Treatments"
WWW.OZMOWBRO.COM.AU,OZMOWBRO. Lawn Mowing,Cranbourne VIC 3977,,,0413618848,"Garden Maintenance,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Slashing,Gardening,Weed Control,Fertilising,Lawn Mowing,Larger Fields,Gardens"
,Ozlay tiling,Dianella WA 6059,,,0432591932,"Tilers,Mosaic,Tile Resurfacing,Outdoor Paving,Bathroom Tiling,Wall Tiling,Kitchen Tiling,Floor Tiling,Tile Removal"
,Ozland Homes,Mount Pritchard NSW 2170,1300 795 967,,0412 010 309,"Building,House & Land Packages,Granny Flats,Home Extensions,Renovation,New Home,Commercial,Extensions & Additions,Garages,2nd Storey Additions,Ground Floor Extensions,Builders"
,Ozman Removals,Merrylands NSW 2160,,,0432639091,"Furniture Removal,Interstate,Including Packing & Unpacking,Small Move,House Move,Corporate Move"
,Ozmak Electrical,Pacific Pines QLD 4211,,,0410934749,"Electricians,Test & Tag,Lighting,Renovations,Uninterruptible Power Supply (UPS),24/7 Emergency Electricians,Power Points,Switchboards,New Installations,Security Lighting,New Homes,Safety Switches,Home Entertainment System,Rewiring,Home Automation,Repairs"
,OZKORP CONSTRUCTIONS PTY LTD,ST MARYS NSW 2760,0431134785,,0431134785,"Cabinet Making,Kitchen Renovations,Carpenters,Renovations,Windows,Decking,Doors,Architraves,Skirting,Carports,Carpenter,Decking,Construction,Timber Decking,Suppliers,Decking Materials,Composite Decking,Sealing & Finishing,Fencing,Bamboo,Colorbond Fencing,Aluminium,General Contractor,Temporary,Gazebo,Gazebos Suppliers,Construction,Design & Build,Handyman,Lock Repairs,Basic Garden Jobs,Furniture Assembly,Basic Tiling,Window & Door Repairs,Basic Paving,Basic Plastering,Basic Carpentry,Basic Fencing,Basic Painting,Picture & Mirror Hanging,Odd Jobs,Kitchen,Kitchen Renovation,Painters,Exterior,Commercial,Interior,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Patios,Material Supplies,Patio Cover Suppliers,Builders,Patio Screens, Windows & Doors,Patio Cover Installations,Repairs,Patio Suppliers,Paving,Pool Areas,Patios,Driveways,Paths,Garden Edges,Pergolas,Custom Design,Pergola Covers,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction"
,Ozkey Pty Ltd,Cordeaux Heights NSW 2526,0448022023,,61 438 709 929 ,"Bathroom,Repairs,Complete Bathroom Renovation,Cabinet Makers,Builder,Cabinet Making,Kitchen Renovations,Bathroom,Carpenters,Ramps,Formwork,Architraves,Doors,Windows,Skirting,Decking,House Frames,Handrails,Renovations,Handyman,Basic Painting,Basic Concreting,Basic Carpentry,Basic Fencing,Basic Plastering,Joinery,Bathroom,Kitchens,Kitchen,Flat Pack Kitchens"
www.ozinn.com.au,OZINN PTY LTD,Arndelle Park NSW 2148,,,0430057273,"Tile Suppliers,Wall Tiles,Marble Tiles,Stone Tiles,Kitchen Tiles,Ceramic Tiles,Granite Tiles,Outdoor Tiles,Bathroom Tiles,Carpet Tiles,Pool Tiles,Floor Tiles,Mosaic Tiles"
,OziePaint Services,Brighton VIC 3204,0411677461,,0411677461,"Painters,Interior,Colour Consulting,Exterior Timber Maintenance,Spray Painting,Fence Painting,Special Finishes,Exterior,Commercial"
,Ozi spraying services,Cranbourne VIC 3977,,,0424911327,"Painters,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Exterior,Spray Painting,Interior,Special Finishes,Commercial"
,Ozlec,Delacombe VIC 3356,,,0450099275,"Electricians,Repairs,Test & Tag,Fibre Optic Cables,Renovations,Uninterruptible Power Supply (UPS),Data Cabling,Power Points,Switchboards,Back Up Generators,New Installations,Security Lighting,Lighting,New Homes,Safety Switches,24/7 Emergency Electricians,Home Entertainment System,Rewiring,Home Automation"
www.ozmowsis.com.au,Ozmowsis Parks and Gardens,Cranbourne East VIC 3977,,,0414564899,"Landscaping & Gardening,Project Management,Landscape Construction,Landscape Design,Horticulture,Lawn Mowing,Larger Fields,Gardens"
,Ozi Sheds PTY LTD,Green valley NSW 2168,,,0433 857 459,"Handyman,Furniture Assembly,Picture & Mirror Hanging,Window & Door Repairs,Basic Plastering,Basic Concreting,Basic Painting,Basic Carpentry,Odd Jobs,Lock Repairs,Basic Garden Jobs,Basic Fencing,Sheds,Shed Builders,Suppliers"
,Ozi Electrical,Kurrajong NSW 2758,,,0412209900,"Electricians,New Homes,Safety Switches,Data Cabling,Rewiring,Back Up Generators,Repairs,Test & Tag,Lighting,Renovations,Uninterruptible Power Supply (UPS),Power Points,Switchboards,New Installations,Security Lighting"
,OZ Building & Pest Pty Ltd,Clearview SA 5085,0410708765,,0410708765,"Inspections - Pest,Termites,Pest Control,Spiders,Silverfish,Rodent Control,Birds,Possums,Bed Bugs,Fleas,Wasp Removal,Cockroaches,Termites,Ants,Pest Control Products,Termite Control Products"
,Ozi All Works and Maintence,Oakhurst NSW 2761,0416032439,,0416032439,"Handyman,Furniture Assembly,Basic Tiling,Window & Door Repairs,Shower Base Repair,Basic Concreting,Basic Painting,Basic Paving,Basic Carpentry,Odd Jobs,Basic Fencing,Lock Repairs,Picture & Mirror Hanging,Basic Garden Jobs,Welding"
www.ozgroupconstructions.com.au,Ozgroup Constructions Pty Ltd,Arncliffe NSW 2205,,,0404 667 046,"Asphalt,Building,New Home,Granny Flats,Home Extensions,Concreting,Driveways,Exposed Aggregate Concrete,Concrete Retaining Walls,Reinforcement,Concrete Removal,Grinding,Pumping,Coloured Concrete,Foundations,Formwork,Footpaths,Excavation,Confined Space (mini excavator),Trenching,Site-Cuts,Post Hole Digging,Pool Excavations,Earth Moving,Compacting,Retaining Walls,Concrete Retaining Walls"
,Ozland Concrete & Excavations,Bonnyrigg Heights NSW 2177,,,0411889117,"Concreting,Driveways,Exposed Aggregate Concrete,Concrete Removal,Coloured Concrete,Spray-On,Sealing,Formwork,Footpaths,Pumping,Handyman,Basic Concreting"
www.ozgroupconstructions.com.au,ozgroup constructions,Ramsgate NSW 2217,1300887321,,,"Building,General Building Work,Home Extensions,Granny Flats,Renovation,Commercial,New Home,Project Management"
www.titanturf.com.au,Ozgreen Solutions Pty Ltd,"Unit 2u002F10 Kitawah ST, Lonsdale SA 5160",,,0418 675 278,"Landscape Architecture,Project Management,Landscape Construction,Landscaping & Gardening,Horticulture,Project Management,Landscape Construction,Lawn & Turf,Synthetic Turf Supply & Install,Laying,Supply,Paving,Garden Edges,Pool Areas,Patios,Driveways,Paths,Retaining Walls,Stone Retaining Walls,Water Features,Installation,Construction,Suppliers"
Www.ozgtiling.com.au ,Ozgood Tiling,,,,0403 089 798,"Bathroom,Tilers,Waterproofers,Tilers,Tile Resurfacing,Outdoor Paving,Bathroom Tiling,Wall Tiling,Kitchen Tiling,Floor Tiling,Tile Removal,Mosaic,Waterproofing,Caulking,Seal Showers,Grout Seepage,Ponds & Water Features,Bathroom,Balconies,Tile Seepage,Chimney,Rising Damp"
,Ozghan Fencing and Retaining walls,Hampton Park VIC 3976,,,0452 025 080,"Balustrading,Fencing & Gates,Decking,Construction,Fencing,Glass,Colorbond Fencing,Steel,Aluminium,Timber,Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls,Material Suppliers"
www.ozfixcarpentry.com.au,Ozfix Carpentry Pty Ltd,Fairlight NSW 2094,0404 770 874,,,"Carpenters,Decking,Renovations,House Frames,Architraves,Ramps,Skirting,Doors,Handrails,Windows,Carports,Carpenter,Cladding,Wall,Internal,External,Timber,Vinyl,Decking,Construction,Timber Decking,Extensions & Additions,Ground Floor Extensions,Handrails,Balconies,Stairs,Kitchen,Kitchen Renovation,Pergolas,Construction,Custom Design,Metal Pergola Builders,Timber Pergola Builders,Privacy Screens,Timber Flooring,Timber Floor Repairs,Solid Timber Floor Installation,Floating Timber Floor Installation,Timber Floor Installation,Verandahs"
oziwi.com.au,Oziwi Roofing & Guttering Pty Ltd,Maryland NSW 2287,,,0421321458,"Guttering,Install Steel Gutters,Install Downpipes,Install Gutters,Gutter Guards,Roofing,Roofing Contractors,Metal & Colorbond Roofing,Bedding & Pointing"
,Ozex Civil Pty Ltd,Guildford NSW 2161,0481147981,,0412059989-Joanne,"Excavation,Pit Installation,Horizontal Directional Drilling,Under Road Boring,Earth Moving,Trenching,Compacting,Site-Cuts,Boring,Post Hole Digging,Pool Excavations,Confined Space (mini excavator),Garden Maintenance,Garden Rubbish Removal,Rubbish Removal,Rubbish Removal Service"
,Oze Constructions,Cranbourne VIC 3977,0470058791,,0470058791,"Handyman,Basic Painting,Painters,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance"
,Ozcuts Maintenance & Landscaping,Carrara QLD 4211,,,0438132311,"Garden Maintenance,Garden Rubbish Removal,Slashing,Gardening,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Landscaping & Gardening,Horticulture,Lawn & Turf,Disease And Pest Management"
,Ozcuts,Robina QLD 4226,0755274952,,0438133311,"Garden Maintenance,Fertilising,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Slashing,Gardening,Weed Control"
www.instagram.comu002Foz.creteu002F,OZCRETE CONCRETING,Meadow Heights VIC 3048,0423731464,,0423731464,"Concreting,Driveways,Concrete Retaining Walls,Coloured Concrete,Exposed Aggregate Concrete,Foundations,Formwork,Footpaths"
,Ozcrete Concrete Products,Normanville SA 5204,0885582686,,,"Building Supplies,Concrete,Paving Supply,Concrete Pavers"
www.ozcoolrooms.com.auu002F,Ozcoolrooms & Winerooms,Hillarys WA 6025,,,0424892838,"Drawers,Wine Racks"
,Ozcon Concreting,Greenvale VIC 3059,,,0426293340,"Paving,Driveways"
www.ozcoatpainting.com.au,Ozcoat Painting Service,Thorlie WA 6108,,,0425 663 690,"Painters,Interior,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Wallpapering,Installation"
,OZCORP STATE SERVICES PTY. LTD.,East Hills NSW 2213,,,0490700107,"Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Tile & Grout,Duct Cleaning,Oven Cleaning,BBQ Cleaning,One Off Clean,Cleaning Services - Commercial,Office Cleaning,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Gutter Cleaning,Commercial,Stormwater Pits & Drains,Roof Gutters,Lawn Mowing,Larger Fields,Gardens,Pressure Cleaning,Pool Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Paving Clean,Window Cleaning,Abseiling,Standard"
,Ozcoast Constructions,"194 Avoca DRV, Green Point NSW 2251",02 4369 4390,02 4369 0210,0405 357 960,"Building,Home Extensions,Renovation,Granny Flats,New Home,Extensions & Additions,Garages,2nd Storey Additions,Ground Floor Extensions,Builders"
www.ozcoengineering.com.auu002F,Ozco Engineering,Moorebank NSW 2170,,,0451977704,"Building Supplies,Steel,Fencing,Aluminium,Steel,Garages,Steel Garages"
,Ozchoice Roofing,Hazelbrook NSW 2779,,,0407261629,"Concrete Waterproofing Materials,Damp Proofing,Gutter Cleaning,Roof Gutters,Gutter Protection,Guttering,Gutter Guards,Painters,Roof,Roof Materials ,Roof Tiles,Roof Accessories,Roof Repairs,General Maintenance,Restoration,Metal & Colorbond Roof Repairs,Roof Tile Replacement,Repointing,Roofing,Bedding & Pointing,Tiled Roofing,Ventilation,Roof Ventilation"
,Ozcat Contracting Pty Ltd,Burpengary QLD 4505,0738884745,,0416195235,"Excavation,Earth Moving,Site-Cuts,Compacting,Service Location,Boring,Post Hole Digging,Pool Excavations,Confined Space (mini excavator),Pit Installation,Under Road Boring,Horizontal Directional Drilling,Trenching"
www.ozcangroup.com.au,Ozcan Construction Group,Campbellfield VIC 3061,,0393051204,0427999941,"Building,New Home"
,Ozbuild,OLD BEACH TAS 7017,,(03) 6263 7760,0409 127 433,"Building,Home Extensions,New Home,Extensions & Additions,Ground Floor Extensions,Builders,Garages,2nd Storey Additions"
www.ozbrick.com.au,Ozbrick Pty Ltd,Parramatta NSW 2150,0425807705,,0425807705,"Bricklaying,Piering,Brick Pointing,Brick Fences,Extensions,Alterations & Additions,New Building,Fireplaces,Cladding,Brick,Fencing,Brick,Handyman,Basic Bricklaying"
ozbozconstructions.com.auu002F,Ozboz Constructions,"Unit 2 #15 Elwick PL, Bracken Ridge QLD 4017",,,0447 830 594,"Building Supplies,Plasterboard,Carpenters,Windows,Renovations,Decking,Ramps,Architraves,Doors,Skirting,Handrails,Formwork"
www.ozbathroom.com.au,ozbathroom,"Unit 1, 75 Main RD, Clayton South VIC 3169",03 9548 4079,,0421621855,"Bathroom Accessories,Toilet Seats,Tapware,Bathroom Fittings,Heated Towel Rails,Bathroom Taps,Shower Heads,Bathroom Vanities,Kitchen Fittings,Kitchen Taps,Kitchen Sinks,Tile Suppliers,Kitchen Tiles,Bathroom Tiles"
,Ozanis Services Pty Ltd,"18 Joyce ST, Fairfield NSW 2165",,,0415501372,"Painters,Colour Consulting,Roof,Fence Painting,Exterior,Spray Painting,Interior,Special Finishes,Commercial"
,OZ'S MASTER PAINTING,Marrickville NSW 2204,0295598896,,0415656999,"Carpenters,Handrails,Skirting,Renovations,Formwork,Windows,Decking,Ramps,Doors,Architraves,Carports,Carpenter,Painters,Roof,Spray Painting,Exterior Timber Maintenance,Special Finishes,Fence Painting,Commercial,Exterior,Colour Consulting,Interior,Waterproofing,Bathroom,Balconies,Caulking"
,Ozie Fencing Pty Ltd,CLYDE NORTH VIC 3978,0412715910,,0426699426,"Fencing,Timber,Colorbond Fencing,Gates,Supply & Install,Custom Gates,Gate Suppliers"
www.ozslandscaping.com.au,OZ'S Landscaping Paving & Construction Pty Ltd,Mentone VIC 3194,,,0417 556 269,"Decking,Composite Decking,Timber Decking,Landscaping & Gardening,Horticulture,Project Management,Landscape Construction,Landscape Design,Lawn & Turf,Synthetic Turf Supply & Install,Patios,Repairs,Paving,Paths,Garden Edges,Pool Areas,Patios,Driveways,Pergolas,Timber Pergola Builders,Pool Builders,Pool Inspections,Repairs,Resurfacing,Renovation,Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls,Spas,Showrooms,Spa Baths,Spa Installation,Water Features,Installation,Custom Design,Construction,Suppliers"
,Oz.iHouse,Chatswood NSW 2067,,,0430 088 811,"Bathroom,Complete Bathroom Renovation,Design,Tilers,Waterproofers,Repairs,Kitchen,Tilers,Kitchen Renovation,New Kitchen,Project Management,Tilers,Tile Resurfacing,Roof Tiling,Wall Tiling,Outdoor Paving,Floor Tiling,Bathroom Tiling,Tile Removal,Kitchen Tiling,Mosaic,Tile & Grout Cleaning,Waterproofing,Ponds & Water Features,Pools,Bathroom,Tile Seepage,Balconies,Rising Damp,Chimney,Seal Showers,Caulking,Grout Seepage"
,OZ-TRACK EXCAVATIONS,FAIRFIELD EAST NSW 2165,0408494863,,0408494863,"Concreting,Foundations,Concrete Removal,Excavation,Post Hole Digging,Confined Space (mini excavator),Pit Installation,Horizontal Directional Drilling,Earth Moving,Under Road Boring,Compacting,Site-Cuts,Boring,Service Location,Retaining Walls,Concrete Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Rubbish Removal,Skip & Bin Hire,Rubbish Removal Service"
www.ozshut.com.auu002F,OzShut,Malaga WA 6090,132068 Best Contact,,0413564367,"Roller Shutters,Window Shutters,Installation Only,External Shutters,Custom Design & Install"
,Oz wiz co,KELLYVILLE NSW 2155,0452490166,,0452490166,"Painters,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial,Colour Consulting"
,Oz Wide Rigging,WARRANE TAS 7018,,,0419504462,"Concreting,Reinforcement,Coloured Concrete,Footpaths,Spray-On,Cleaning,Driveways,Sealing,Cutting,House Slabs,Concrete Retaining Walls,Grinding,Pumping,Concrete Removal,Foundations,Exposed Aggregate Concrete,Concrete Pools,Formwork"
www.oz-wide.com.au,Oz Wide Flooring & Fencing,Dandenong South VIC 3175,,,0414446739,"Carpets,Fencing Materials,Fence Posts,Fence Panels,Fence Fittings,Fencing Suppliers,Security Fencing Suppliers,Tile Suppliers,Carpet Tiles"
www.ozwholesales.com.au,OZ Wholesale Suppliers Pty LTD,Carrum Downs VIC 3201,0397865756,,,"Shower Screens,Suppliers,Custom Design"
,Oz Welding & Fencing,Campbellfield VIC 3061,,,0408 302 153,"Fencing,Steel,Handyman,Welding"
www.ozwardrobes.com.au,Oz Wardrobes Brisbane South,"unit 1 3471 Ipswich Rd, unit 1 3471 Ipswich Rd RD, Wacol QLD 4076",0738794088,,0738794088,"Wardrobes,Built In Wardrobe Builders,Shelving & Storage Solutions"
u002Fu002Foz-wardrobes-brisbane-north.business.site,Oz Wardrobes Brisbane North,LAWNTON QLD 4501,07 3142 5336,,,"Wardrobe Suppliers,Wardrobes,Standalone Wardrobe Builders,Built In Wardrobe Builders,Shelving & Storage Solutions"
,OZ1PLASTA,"PO Box 359, Pomona QLD 4568",,,0408 564 194,"Building Supplies,Plasterboard,Handyman,Shower Base Repair,Basic Concreting,Basic Plastering,Basic Paving,Basic Carpentry,Basic Painting,Basic Fencing,Basic Bricklaying,Odd Jobs,Picture & Mirror Hanging,Lock Repairs,Basic Garden Jobs,Basic Tiling,Furniture Assembly,Plastering & Gyprock,Dry Wall,Repairs,Ornamental,Partitioning,Solid Wall"
