website,business_name,address,phone,fax,mobile,full_service_categories
www.authenticfoundations.com.au,Authentic Foundations,Jamisontown NSW 2750,0450013428,,0450013428,"Concrete Kerbs,Suppliers,Install Car Park Kerbs,Install Driveway Edges,Concrete Resurfacing,Concrete Repair & Reseal,Anti-Slip Concrete Resurfacing,Concrete Polishing,Decorative Concrete Coatings,Concreting,Concrete Pools,Formwork,Reinforcement,Coloured Concrete,Footpaths,Spray-On,Cleaning,Driveways,Sealing,Cutting,House Slabs,Concrete Retaining Walls,Grinding,Exposed Aggregate Concrete,Concrete Removal,Pumping,Foundations,Excavation,Horizontal Directional Drilling,Trenching,Earth Moving,Site-Cuts,Compacting,Service Location,Boring,Post Hole Digging,Confined Space (mini excavator),Pool Excavations,Pit Installation,Under Road Boring,Retaining Walls,Concrete Retaining Walls"
,Authentic Concreting - Adrian,Bargo NSW 2574,0246841724,,0407407114,"Concrete Kerbs,Install Car Park Kerbs,Concreting,Formwork,Footpaths,Driveways,Reinforcement,Concrete Retaining Walls,Spray-On,Concrete Removal,House Slabs,Coloured Concrete,Foundations,Excavation,Trenching,Site-Cuts,Service Location,Post Hole Digging,Earth Moving"
,Authentic Building Group,Lakemba NSW 2195,,,0405180790,"Building,Home Extensions,Commercial,Re Stumping,Renovation,New Home,House & Land Packages,Project Management,General Building Work,Granny Flats,Building Certifiers,Building Consultants,Building Design,Development Applications,Sustainable Building Advisor,Dispute Resolutions,Inspections,Certification,Building Designer,New Homes,Energy Rating Assessors,Extensions & Additions,Unit Development,Industrial,Commercial,Sustainable Design,Extensions & Additions,Building Permits,Design,Project Management,Garages,2nd Storey Additions,Ground Floor Extensions,Builders"
www.authenticbathroomrenovators.com,Authentic Bathroom Renovators,Merriwa WA 6030,,,0410192094 ,"Bathroom,Tilers,Builder,Complete Bathroom Renovation,Tilers,Wall Tiling"
,Auswide welding,ROSELANDS NSW 2196,0416463100,,0416463100,"Awnings,Custom Design,Balustrading,Balconies,Stairs,Fencing & Gates,Fencing,Glass,Aluminium,Vinyl,Steel,Security,Gates,Wrought Iron Gates,Supply & Install,Custom Gates,Automatic Gates,Glass Balustrades,Handrails,Balconies,Stairs,Handyman,Welding,Privacy Screens,Staircases,Staircase Design + Build,Balustrading"
www.auswidetreeservices.com.au,Auswide Tree Services,Condell Park NSW 2200,,,0404555216,"Arborist,Stump Removal,Tree Removal,Tree Pruning,Tree Felling,Lopping,Felling,24/7 Emergency,Stump Grinding,Land Clearing"
,AUSWIDE RENDERING,ROXBURGH PARK VIC 3064,0424995895,,0424995895,"Render,Rendering,Acrylic Render,Cement Render"
,Auswide Plumbing Solutions,Howard Springs NT 835,,,0403263569,"Gas Fitters,Gas Installation,Gas Repairs,Plumbers,Hot Water Unit Installation,24/7 Emergency Plumbers,Hot Water Unit Repairs,Plumbing Installation,Drain Repairs,Home Renovations,Rain Water Tank Installation,New Drains,Grey Water Systems,Toilet Repairs,Blocked Drains,Grease Traps,Toilet Installation,Backflow Systems,General Maintenance,New Homes,Solar Hot Water"
,Auswide Plumbing Pty Limited,Chullora NSW 2190,,,0404 442 522,"Appliance Installation,Cooktop Installation,Gas Fitters,Gas Installation,Heaters,Gas Heaters,Hot Water Systems,Gas,Plumbers,Home Renovations,Hot Water Unit Installation"
,Auswide Plumbing Group Pty Ltd,Bass Hill NSW 2197,,,0481772858,"Drains,Gas Fitters,Gas Repairs,Gas Installation,Hot Water Systems,Plumbers,Hot Water Unit Repairs,Plumbing Installation,Drain Repairs,Home Renovations,Rain Water Tank Installation,New Drains,Grey Water Systems,Toilet Repairs,Blocked Drains,Grease Traps,Toilet Installation,Backflow Systems,General Maintenance,New Homes,Solar Hot Water,Hot Water Unit Installation,24/7 Emergency Plumbers"
,Auswide Plastering,KALKALLO VIC 3064,,,0414241291,"Plastering & Gyprock,Repairs,Ornamental,Partitioning,Solid Wall,Dry Wall"
,Auswide Housing Solutions,Humpty Doo NT 836,,0889885345,0418194821,"Bathroom,Complete Bathroom Renovation,Building,Home Extensions,Granny Flats,Renovation,Re Stumping,Project Management,Commercial,General Building Work,Carpenters,Ramps,Formwork,Architraves,Doors,Windows,Skirting,Renovations,Decking,House Frames,Handrails,Concrete Kerbs,Suppliers,Install Car Park Kerbs,Install Garden Edges,Install Driveway Edges,Concrete Resurfacing,Anti-Slip Concrete Resurfacing,Decorative Concrete Coatings,Concrete Polishing,Concrete Repair & Reseal,Concreting,Reinforcement,Coloured Concrete,Cutting,Foundations,Spray-On,Cleaning,Concrete Retaining Walls,Formwork,Sealing,Concrete Removal,Footpaths,House Slabs,Exposed Aggregate Concrete,Concrete Pools,Driveways,Grinding,Decking,Construction,Timber Decking,Suppliers,Decking Materials,Sealing & Finishing,Composite Decking,Garden Art,Garden Maintenance,Fertilising,Garden Rubbish Removal,Pruning & Trimming,Slashing,Gardening,Garden Cleanup,Weed Control,Handyman,Basic Tiling,Basic Fencing,Window & Door Repairs,Odd Jobs,Shower Base Repair,Picture & Mirror Hanging,Basic Concreting,Lock Repairs,Basic Carpentry,Basic Garden Jobs,Basic Plastering,Welding,Basic Paving,Basic Bricklaying,Furniture Assembly,Basic Painting,Patios,Patio Cover Installations,Repairs,Material Supplies,Patio Suppliers,Builders,Patio Screens, Windows & Doors,Patio Cover Suppliers,Pergolas,Pergola Covers,Metal Pergola Builders,Pergola Screens, Windows & Doors,Timber Pergola Builders,Including Council Approval Service,Construction,Sheds,Suppliers,Shed Builders,Tilers,Roof Tiling,Wall Tiling,Outdoor Paving,Floor Tiling,Bathroom Tiling,Tile Removal,Tile & Grout Cleaning,Kitchen Tiling,Mosaic,Tile Resurfacing"
www.auswidegrannyflats.com.au,Auswide Granny Flats,,,,0413 862 698,"Decking,Timber Decking,Suppliers,Decking Materials,Sealing & Finishing,Construction,Composite Decking,Patios,Patio Cover Suppliers,Builders,Patio Screens, Windows & Doors,Patio Cover Installations,Repairs,Patio Suppliers,Material Supplies"
auswidebuilding.com.au,Auswide Building & Construction PTY LTD,"50 Codrington Street, BARNSLEY NSW 2278, BARNSLEY NSW 2278",,,0410627892,"Bricklaying,Brick Pointing,Alterations & Additions,New Building,Fireplaces,Brick Fences,Piering,Extensions,Building,Home Extensions,New Home,House & Land Packages,Project Management,General Building Work,Commercial,Building Consultants,Certification,Building Design,Development Applications,Building Designer,New Homes,Energy Rating Assessors,Extensions & Additions,Commercial,Sustainable Design,Damp Proofing,Extensions & Additions,Design,Project Management,Garages,Builders,Garages,Design,Builders,Insulation,Supply,Landscape Architecture,Landscape Construction,Landscape Design,Project Management,Pool Builders,New,Project Management,Render,Rendering,Cement Render,Retaining Walls,Concrete Retaining Walls,Material Suppliers,Timber Retaining Walls,Stone Retaining Walls,Scaffolding,Hire Services,Suppliers,Stonemasonry,Stone Flagging,Stone Walls,Restoration & Repairs"
www.facebook.comu002FAuswideBlastCleaningServicesu002F,Auswide Blast Cleaning Services,Yorkeys Knob QLD 4878,,,0416097829,"Cleaning Services - Commercial,High Pressure Cleaning,Pressure Cleaning,Driveway Clean,Graffiti Removal,Paving Clean,Pool Cleaning,Brick Cleaning"
www.auswesttimber.com.au,Auswest Timbers,Welshpool WA 6106,0893568249,(08) 9351 6407,,"Building Supplies,Timber,Timber Flooring,Timber Flooring Suppliers"
,Auswest Home Maintenance,Bruce Rock WA 6418,0487881544,,"0448416659,","Garden Maintenance,Weed Control,Garden Cleanup,Fertilising,Garden Rubbish Removal,Pruning & Trimming,Slashing,Gardening,Handyman,Basic Garden Jobs,Basic Tiling,Furniture Assembly,Shower Base Repair,Window & Door Repairs,Basic Plastering,Basic Concreting,Basic Painting,Basic Paving,Basic Carpentry,Odd Jobs,Basic Fencing,Basic Bricklaying,Lock Repairs,Picture & Mirror Hanging,Tree Felling,Lopping,Land Clearing"
,Auswest Construction Services,Applecross WA 6153,,0894741152,0419944001,"Bricklaying,Alterations & Additions,New Building,Fireplaces,Piering,Brick Pointing,Brick Fences,Extensions,Building Supplies,Steel,Adhesives,Timber,Plasterboard,Concrete,Cement,Sand,Aluminium,DIY Building Material"
,Auswide Drilling Service,LAUNCHING PLACE VIC 3139,0431295703,,0431295703,"Excavation,Boring,Under Road Boring,Horizontal Directional Drilling"
www.facebook.comu002Fauswideconstructionsu002F,Auswide Constructions,Kingsgrove NSW 2208,0410203001,,0410203001,"Building,Granny Flats,New Home"
,AUSWIDE CONCRETE CONSTRUCTIONS,Beaconsfield  QLD 4740,,,0439273299,"Concrete Resurfacing,Decorative Concrete Coatings,Concrete Repair & Reseal,Anti-Slip Concrete Resurfacing,Concreting,Foundations,Coloured Concrete,Formwork,Reinforcement,Cleaning,Footpaths,Spray-On,Driveways,Sealing,Cutting,House Slabs,Concrete Retaining Walls,Grinding,Exposed Aggregate Concrete,Concrete Removal,Retaining Walls,Concrete Retaining Walls"
www.ausuntech.com.au,Ausuntech Energy QLD,Brisbane QLD 4000,0415123317,,0415123317,"Solar Power,Solar Power Accessories"
www.auswestbuildingcertifiers.com.au,Auswest Building Certifiers,Carine WA 6020,,,0455 938 358,"Building Certifiers,Building Consultants,Certification"
,Auswest Airconditioning,Winthrop WA 6150,,,0432016515,"Air Conditioning,Reverse Cycle,Split System,Evaporative Cooling,Ducted,Suppliers,Installation,Air Conditioners,Repairs & Maintenance"
ausvisioncleaning.com.auu002F,Ausvision Cleaning,DONCASTER HEIGHTS VIC 3109,,,0426810730,"Carpet & Upholstery Cleaning,Carpet Steam Cleaning,Upholstery Cleaning,Carpet Dry Cleaning,Rug Cleaning,Carpet & Fabric Protection,Sanitising & Deoderising,Cleaning,Rental Bond & Move Out Clean,Oven Cleaning,Home Cleaners,Duct Cleaning,BBQ Cleaning,One Off Clean,Cleaning Services - Commercial,High Pressure Cleaning,Office Cleaning,Pressure Cleaning,Driveway Clean,Paving Clean,Brick Cleaning,Vacuum Cleaners,Window Cleaning,Abseiling,Standard"
ausuntech.com.au,Ausuntech Solar Pty Ltd,Bibra Lake WA 6163,1300551217,,0426177661,"Electricians,Solar Power,Solar Power,Solar Power Accessories"
www.ausum.org.au,Ausum Jobs,"8-10 Old Great Northern HWY, Midland WA 6056",9274 9900,,0428 455 482,"Carpenters,Garden Maintenance,Gardening,Weed Control,Garden Cleanup,Fertilising,Garden Rubbish Removal,Pruning & Trimming,Slashing,Gutter Cleaning,Commercial,Stormwater Pits & Drains,Roof Gutters,Handyman,Basic Carpentry,Basic Fencing,Basic Painting,Odd Jobs,Basic Garden Jobs,Window & Door Repairs,Basic Concreting,Basic Paving,Lawn Mowing,Gardens,Rubbish Removal,Rubbish Removal Service"
www.austylelandscapes.com.au,Austyle Landscapes,,0409 515 830 - Luke,,0407 876 949 - Rob,"Decking,Garden Designer,Landscaping & Gardening,Paving,Pergolas,Retaining Walls"
,Austwise Electrical Services Group,Wantirna VIC 3152,0430568289,,0430568289,"Antenna Services,Antenna Relocation,Digital TV Points,Suppliers & Installation,Electricians,Switchboards,New Installations,Security Lighting,New Homes,Safety Switches,Data Cabling,Rewiring,Lighting,Repairs,Test & Tag,Renovations,Power Points,IKEA Lighting Installation and Assembly,Lighting,Emergency Lighting Design & Install,Outdoor Lighting Design & Install,Install,Wiring,Lighting Suppliers,Wall Lights,Commercial Lighting,Outdoor Lighting Suppliers,LED Lights,Down Lights"
,Austview Glass,"19 Rowe ST, Shepparton VIC 3630",(03)58311822,(03)58314234,0401883436,"Mirrors,Pool Fencing,Installation,Glass Pool Fencing,Security Screens & Doors,Repairs,Door Install,Screen Install,Shower Screens,Repairs,Suppliers,Custom Design,Replacement,Splashbacks,Supply & Install Glass Splashbacks,Wardrobes,Windows,Casement Windows,Bi Fold Windows,Awning Windows,Window Installation,Louvre Windows,Glass Supply & Replacement,Double Hung Windows,Double Glazed WIndows"
austview.com.auu002F,Austview,,1800 356 980,(03) 9338 2150,,"Ventilation,Windows,Window Installation,Window Frames,Whole Window Replacement,Glass Supply & Replacement,Window Repairs"
www.austunnel.com.au,Austunnel Pty Ltd,Kedron QLD 4031,,,61607766 - Head office,Project Management
,Austructure Construction,Bowral NSW 2576,,,0404495292,"Bricklaying,Fireplaces,Piering,Brick Fences,Extensions,New Building"
,Austruct Construction,Horsley NSW 2530,,,0432589218,"Carpenters,Windows,Decking,House Frames,Renovations,Ramps,Architraves,Doors,Skirting,Handrails,Cladding,Wall,Timber,Vinyl,Internal,External,Cement,Timber Flooring,Solid Timber Floor Installation,Floating Timber Floor Installation,Timber Floor Installation"
austructqld.com.auu002F,Austruct Pty Ltd,EAST BRISBANE QLD 4169,0733912377,,0417287844,"Building,Renovation,New Home,Commercial,House & Land Packages,Project Management,Granny Flats,General Building Work,Re Stumping,Home Extensions,Building Certifiers,Extensions & Additions,Design,Structural Engineers,Garages,2nd Storey Additions,Ground Floor Extensions,Builders,Building Permits,Project Management"
,Austro Constructions,,,,0425 863 216,"Carpenters,Decking,Pergolas"
,Austridge Building Services,Traralgon VIC 3844,0418326776,,0418326776,"Carpenters,Ramps,Architraves,Skirting,Doors,Handrails,Windows,Decking,Doors,Door Replacement,Door Repairs,Door Installation,Restoration,Frame Installation,Handyman,Basic Carpentry,Pressure Cleaning,Paving Clean"
,AUSTREEWORKS ASHBURTON,,,,,"Arborist,Tree Removal,Tree Surgery,Tree Pruning,Stump Removal,Tree Felling,Lopping,Felling,24/7 Emergency,Stump Grinding"
www.austratronics.com.auu002F,Austratronics Pty Ltd,Kingsgrove NSW 2208,0295549955,,,"Security,Access Control,Intercom Systems,CCTV"
,Australtech,Carnegie VIC 3163,0395693199,,,"Garden Statues,Garden Supplies,Suppliers,Vertical Gardens,Delivery Service,Nurseries,Water Features,Plants"
www.cleanpool.com.auu002F,Australis Total Pool Care,Croydon VIC 3136,,0359643519,0411463607,"Pool Maintenance,Servicing,Maintenance & Repairs,Pool Cleaning Service"
www.austrenergy.comu002F,Austrenergy,Sydney NSW 2000,0292332700,,,Solar Power Accessories
,Australis Safety Rail,Sunshine Coast QLD 4560,,,0429401073,"Roof Repairs,Restoration"
,Australis Garden Design,,,,0439 843 796,"Garden Designer,Garden Maintenance,Landscaping & Gardening,Lawn & Turf"
,AUSTRALIS FIRE PTY LTD,GREENHILLS BEACH NSW 2230,0412092138,,0412092138,"Electricians,Fibre Optic Cables,Data Cabling,Fire Protection Materials,Garages,Garage Doors,Handyman,Odd Jobs,Lock Repairs,Inspections - Building,Fire Protection Inspections,Safety Equipment"
,Australis Cleaning Services,Croydon Park SA 5008,0413076529,,0413076529,"Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Washing & Ironing,Tile & Grout,Duct Cleaning,One Off Clean,Cleaning Services - Commercial,Office Cleaning"
australife.com.au,AUSTRALIFE PTY LTD,Mitcham SA 5062,,,0466987999,"Rainwater Tanks,Suppliers,Water Pumps"
awtt.com.au,Australian Workplace Test & Tag,Archerfield QLD 4108,,,1300669980,"Electricians,Test & Tag,Safety Switches"
www.australianwirerope.com.au,Australian Wire Rope & Accessories,"Unit 8u002F 525 Lytton RD, Morningside QLD 4170",07 3902 2660,,,"Balustrading,Fencing,Patios,Pergolas"
www.australianwindowcovering.com.au,Australian Window Covering,Carrum VIC 3197,0469 253 614,,0421 407 810,"Blinds,Installers,Indoor,Full Service,Blinds Suppliers,Holland Blinds,Venetian Blinds,Timber Blinds,Roman Blinds,Roller Blinds,Pleated Blinds,Panel Glide Blinds,Vertical Blinds,Window Shutters,External Shutters,Custom Design & Install,Timber Shutters,Venetian Shutters,Plantation Shutters"
,Australian Window Cleaning Federation,,03 9819 9149,,,"Window Cleaning,Windows"
,Australian Wetlands Nursery,Cranebrook NSW 2749,0247770111,,,"Nurseries,Plants"
www.australianwindowsolutions.com.au,Australian Window Solutions,"Units 1-3u002F4 Shearer  DRV, Seaford SA 5169",08 8386 1006,,0410 084914,"Door Suppliers,French Doors,Aluminium Doors,Entry Doors,Bi Fold Doors,Sliding Doors,Security Doors,PVC Doors,Windows,Timber Windows,Casement Windows,Bi Fold Windows,Aluminium Windows,Awning Windows,Sliding Windows,Window Installation,PVC Windows,Window Frames,Louvre Windows,Whole Window Replacement,Double Glazed WIndows"
,Australian Weed Control,GROVEDALE VIC 3216,,,,"Garden Maintenance,Fertilising,Weed Control,Lawn Mowing,Larger Fields,Gardens"
waterslide.netu002F,Australian Waterslides and Leisure,Coffs Harbor NSW 2450,0266536555,,0419737920,Pool Suppliers
www.waterproofingconsultants.com.au,Australian Waterproofing Consultants,Cranbourne North VIC 3977,,,0484315804,"Building Consultants,Dispute Resolutions,Inspections,Waterproofing,Pools,Bathroom,Tile Seepage,Balconies,Rising Damp,Chimney,Seal Showers,Grout Seepage,Ponds & Water Features,Waterproofing Products"
www.australianwardrobedesign.com.au,Australian Wardrobe Design,,Free Call 1800 300 339,07 5596 1117,,"Furniture - Custom Design,Wardrobes"
www.turntables.com.au,Australian Turntable Company,"61 Collins ST, KANGAROO FLAT VIC 3555",03 5447 0525,03 5447 0522,,"Building,Commercial,New Home,Building Designer,New Homes,Extensions & Additions,Industrial,Commercial"
,Australian Vermin Control,Lysterfield VIC 3156,,,0421279097,"Pest Control,Vermin"
www.auts.com.auu002F,Australian Urban Tree Services,Artarmon NSW 2064,61294607044,,,"Arborist,Tree Removal,Tree Surgery,Tree Pruning,Tree Consulting,Tree Felling,Lopping,Felling,Stump Grinding,Land Clearing"
www.atvas.com.au,Australian TV Antenna Systems,Merrimac QLD 4226,,,0404899799,"Antenna Services,Digital TV Points,Foxtel, TV & Satellite,Antenna Relocation,Repairs & Troubleshooting,Suppliers & Installation"
www.australiantreeconsultants.com.au,Australian Tree Consultants Pty. Ltd.,Blaxland NSW 2774,,,0418474796,"Arborist,Tree Consulting"
www.austreecare.com.au,Australian Tree Care,Essendon VIC 3040,03 9336 2000,,0411 246 086,"Arborist,Tree Consulting,Stump Removal,Tree Removal,Tree Surgery,Tree Pruning,Tree Felling,Stump Grinding,Land Clearing,Lopping,Felling,24/7 Emergency"
www.atfa.com.au,Australian Timber Flooring Association,"11 Oleander AVE, SHELLY BEACH QLD 4551",1300 361 693,1300 361 793,,Timber Flooring
www.atscentralcoast.com.auu002F,Australian Termite Solutions,,02 4369 8500,024369 4577,EMERGENCIES: 0425 250 281,"Inspections - Pest,General Inspection Reports,Termites,Pre-Purchase Property Inspections,Pest Control,Cockroaches,Termites,Spiders,Rodent Control"
,Australian Temporary Fencing,,,,0488 131 716,"Equipment Hire,Fencing,Scaffolding"
www.austcomsolutions.com.au,Australian Telecommunications Solutions,,07 3137 1444,,,"Antenna Services,Home Automation,Security"
www.australiantankinsulation.com.au,Australian Tank Insulation,Wingfield SA 5013,0882440011,,0417864018,"Insulation,Supply"
www.australiantimberflooring.com,Australian Timber Flooring Solutions,Banksmeadow NSW 2019,,,0418207710,"Timber Flooring,Solid Timber Floor Installation,Timber Flooring Suppliers,Floating Timber Floor Installation,Timber Floor Repairs,Timber Floor Installation,Timber Floor Coatings"
,Australian Stylish Cabinets,Canpellfeild VIC 3061,0405671372,,0405671372,"Cabinet Hardware,Cabinet Making,Benchtops,Vanities,Kitchen Renovations,Kitchen,Cabinet Makers"
australiansteelsheds.com.auu002F,Australian Steel Sheds Pty Ltd,Caboolture QLD 4510,,,0459 212 181,"Garages,Steel Garages,Sheds,Suppliers"
,Australian Sun Mow'n & Landscaping,,08 8254 2987,,0408 086 810,"Garden Maintenance,Irrigation Systems,Landscaping & Gardening,Lawn Mowing"
,Australian Structural Landscaping,Varsity Lakes QLD 4227,,,0481349358,"Concreting,Formwork,Footpaths,Concrete Removal,Coloured Concrete,Exposed Aggregate Concrete,Decking,Construction,Drains,Excavation,Post Hole Digging,Pit Installation,Compacting,Confined Space (mini excavator),Trenching,Fencing,Colorbond Fencing,Glass,Timber,Landscaping & Gardening,Project Management,Landscape Construction,Landscape Design,Lawn & Turf,Synthetic Turf Supply & Install,Laying,Supply,Patios,Builders,Paving,Patios,Driveways,Paths,Garden Edges,Pool Areas,Pergolas,Construction,Pool Fencing,Installation,Glass Pool Fencing,Retaining Walls,Concrete Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Stonemasonry,Stone Walls,Tilers,Outdoor Paving,Water Features,Installation,Custom Design,Construction"
www.stoneseal.com.au,Australian StoneSeal,Carrara QLD 4211,,0755965542,0418760985,"Floor Coating Products,Floor Coatings,Liming,Antislip Surfacing,Epoxy Floor Coating,Floor Sanding & Polishing,Concrete Polishing,Stone Polishing"
www.brettmastenbroekstonemason.hipages.com.au,Australian Stonemasonry and Tiling Specialists,,07 3122 7497,,0421 427 319,"Balustrading,Balconies,Stairs,Fencing & Gates,Bathroom,Vanity Installation,Repairs,Tilers,Bricklaying,Brick Fences,Extensions,New Building,Fireplaces,Brick Pointing,Building,Commercial,Chimney Sweepers,Cladding,Internal,External,Stone,Brick,Demolition,Strip Outs,Fencing,Gates,Handrails,Balconies,Stairs,Kitchen,Tilers,Resurfacing,Benchtops,Landscape Architecture,Landscape Construction,Landscaping & Gardening,Landscape Construction,Landscape Design,Horticulture,Patios,Repairs,Paving,Garden Edges,Pool Areas,Patios,Driveways,Paths,Pool Builders,Repairs,Renovation,Splashbacks,Showrooms,Staircases,Staircase Design + Build,Balustrading,Stonemasonry,Restoration & Repairs,Stone Flagging,Stone Walls,Tilers,Mosaic,Outdoor Paving,Bathroom Tiling,Kitchen Tiling,Wall Tiling,Tile & Grout Cleaning,Floor Tiling,Tile Resurfacing,Tile Removal,Roof Tiling,Water Features,Installation,Custom Design,Construction"
,Australian Surveillance Systems,,02 6255 0100,,0404 055 417,Security
,Australian Superior Cleaning (VIC),Taylors Hill VIC 3037,,,0413533994u002F0412627976,"Carpet & Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Carpet Steam Cleaning,Carpet Dry Cleaning,Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Vacuum Cleaners"
www.australiansolarlight.com.au,Australian Solar Light,"29b Production DRV, Campbellfield VIC 3061",,,0433748095,"Electricians,Solar Power,Solar Power,Solar Power Accessories"
,Australian Soil Contractors Pty Ltd,Yagoona NSW 2199,,,+61476666696,"Demolition,Strip Outs,Excavation,Trenching,Site-Cuts,Pool Excavations,Earth Moving,Boring,Confined Space (mini excavator)"
,Australian Specialized Earthworks,Birkdale QLD 4159,,,0400 888 078,"Excavation,Post Hole Digging,Earth Moving,Compacting,Boring,Confined Space (mini excavator),Trenching,Site-Cuts"
,Australian Specialised Cleaning Services,Springfield Lakes QLD 4300,0438180349,,,"Cleaning Services - Commercial,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Office Cleaning"
,Australian Star Painting,Caroline Serings VIC 3023,,,0413 821 733,"Handyman,Basic Painting,Painters,Interior,Special Finishes,Commercial,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Exterior,Spray Painting,Plastering & Gyprock,Repairs,Ornamental,Partitioning,Solid Wall,Dry Wall,Wallpapering,Installation"
,Australian Steel Detailers Pty Ltd,Goodwood SA 5034,0882716555,,,"Drafting,Carports,Extensions & Additions"
www.austsolarpower.com,Australian Solar Power Company,Maryville NSW 2293,,,0466 991 880,"Solar Power,Solar Panel Cleaners"
,Australian Star Painting,Caroline Serings VIC 3023,0402762640,,0481741204,"Interior Decorating,Wallpapering,Paint Suppliers,Coatings,Indoor,Outdoor,Painters,Interior,Commercial,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Plastering & Gyprock,Repairs,Ornamental,Partitioning,Solid Wall,Dry Wall,Wallpapering,Installation,Supplies"
www.australianslate-crete.com.au,Australian Slate-Crete Supplies,"12 Yale DRV, Epping VIC 3076",0394087722,0394089034,,"Building Supplies,Concrete,Coating Materials,Concrete Resurfacing,Decorative Concrete Coatings"
,"
                Contact
                ",,,,,
,Australian Shower Screens and Wardrobes,Bundall QLD 4217,,,0421572949,"Shower Screens,Replacement,Repairs,Suppliers,Custom Design,Frameless Shower Screens"
www.australianshopfitting.net.au,Australian Shopfitting and Building Services,Gold Coast QLD 4214,,,0428 101 171,"Bathroom,Tilers,Cabinet Makers,Builder,Repairs,Design,Building,Project Management,General Building Work,Renovation,Commercial,Demolition,Strip Outs,Glass & Glazing,Glazing,Glass Replacement,Glass Installations,Splashbacks,Joinery,Shop & Office Fitouts,Kitchen,New Kitchen,Project Management,Tilers,Cabinet Makers,Benchtops,Kitchen Renovation,Kitchen Design,Shopfitters,Installation,Custom Design,Shop Fronts,Shop Doors,Raised Floor Installation,Project Management,Office Fit Outs,Shelving & Display Racks"
www.aushadeconcepts.com,Australian Shade Concepts,Robina QLD 4226,,,0419 486 299,"Awning Suppliers,Fixed Awnings,Drop Arm Awnings,Automatic Awnings,Roller Awnings,Pergola Awnings,Folding Arm Awnings,Awnings,Repairs,Custom Design,Installation,Blinds Suppliers,PVC Cafe Blinds,Outdoor,Shades & Sails,Sails - Supply,Giant Shade Umbrellas - Supply,Other Shade Structures,Design & Install Umbrellas,Design & Install Sails,Sunscreens"
www.asp4security.com,Australian Security Patrol,Greenway ACT 2900,1300277732,,0409596692,"Security,Security Guards"
www.australiansecurityorganisation.com.auu002F,Australian Security Organisation Pty Ltd,Brisbane QLD 4000,07 3849 4959,,,"Door Suppliers,Security Doors,Home Security Products,Security Screens & Doors,Door Install,Screen Install"
www.australiansecurityandsolar.com.au,Australian Security and Solar,Moorabbin VIC 3189,,,0414 422 118,"Pool Heating,Security,24 Hour Monitoring,CCTV,Alarm Systems,Solar Power,Solar Panel Cleaners"
,Australian Security & Personnel,,,,0414 903 414,"Handyman,Security"
,Australian Scaffolding,,03 9456 9797,03 9456 9898,,"Equipment Hire,Access Equipment,Scaffolding,Erecting & Dismantling,Suppliers,Hire Services"
www.ausset.com.au,Australian Safer Environment & Technology Pty Ltd,"710u002F90 George ST, Hornsby NSW 2077",0299872183,(02) 9987 2151,0417650605,"Asbestos Removal,Monitoring,Inspections"
www.safesupplies.com.au,Australian Safe Supplies,"40 Stubbs ST, Kensington VIC 3031",03 9372 5599,,0439 998 800,"Locksmiths,Security"
www.australianantennas.com.au,Australian Security & Antennas,Box Hill VIC 3128,1300 361 121,0390889811,1300 361 121,"Antenna Services,Foxtel, TV & Satellite,Antenna Relocation,Repairs & Troubleshooting,Digital TV Points,Suppliers & Installation,Electricians,Test & Tag,Security,24 Hour Monitoring,Intercom Systems,CCTV,Alarm Systems"
,Australian Roof Vent Company,Braeside VIC 3195,0395873807,,,"Ventilation,Mechanical Ventilation,Roof Ventilation,Damp Removal,Condensation Removal,Ventilation Products"
www.creativewand.com.auu002Faustralianrosesu002F,Australian Roses Pty Ltd,"85 Ferndale CRT, Silvan VIC 3795",03 9737 9226,,,"Garden Supplies,Nurseries,Plants"
,Australian Roofing Solutions,Tugun QLD 4224,0411568378,,0411568378,"Guttering,Install Steel Gutters,Install Gutters,Roof Repairs,Metal & Colorbond Roof Repairs,Roofing,Roofing Contractors,Metal & Colorbond Roofing"
www.australianretainingwalls.com.au,Australian Retaining Walls Pty Ltd,MERMAID BEACH QLD 4218,,,0414321307,"Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls"
,Australian Render Systems,,,,0408 868 450,"Plastering & Gyprock,Repairs,Solid Wall,Rendering,Bagging,Acrylic Render,Cement Render"
australianreblockingandunderpinning.com.au,Australian Reblocking & Underpinning,Roxburgh Park VIC 3064,,,0415725202,"Building Consultants,Sustainable Building Advisor,Dispute Resolutions,Inspections,Certification,Building Design,Development Applications"
